mmusculus,hsapiens
Taf4b,TAF4B
Tagln,TAGLN
Tax1bp3,TAX1BP3
Tbx1,TBX1
Tbx2,TBX2
Tbx3,TBX3
Tbx6,TBX6
Tcea3,TCEA3
Tceal8,TCEAL8
Tcf15,TCF15
Tcf4,TCF4
Tcf7,TCF7
Tcf7l1,TCF7L1
Tcf7l2,TCF7L2
Tcn2,TCN2
Tenm4,TENM4
Tfap2b,TFAP2B
Tfpi2,TFPI2
Tgfb1,TGFB1
Tgfbi,TGFBI
Tgfbr3,TGFBR3
Tgm2,TGM2
Thbs1,THBS1
Thbs2,THBS2
Thy1,THY1
Timp1,TIMP1
Timp3,TIMP3
Tmc6,TMC6
Tmem119,TMEM119
Tmem132c,TMEM132C
Tmem200b,TMEM200B
Tmem47,TMEM47
Tmem88,TMEM88
Tmem98,TMEM98
Tnc,TNC
Tnfaip3,TNFAIP3
Tnfaip6,TNFAIP6
Tnfrsf11b,TNFRSF11B
Tnfrsf12a,TNFRSF12A
Tnfrsf19,TNFRSF19
Tnni1,TNNI1
Tnnt2,TNNT2
Tns1,TNS1
Tom1l1,TOM1L1
Top2a,TOP2A
Tpd52,TPD52
Tpi1,TPI1
Tpm1,TPM1
Tpm2,TPM2
Tpm4,TPM4
Traf3ip2,TRAF3IP2
Traf4,TRAF4
Trh,TRH
Tril,TRIL
Trp53i11,TP53I11
Tshz1,TSHZ1
Tshz2,TSHZ2
Tspan13,TSPAN13
Tspan18,TSPAN18
Tuba1a,TUBA1A
Tuba1b,TUBA1B
Tubb2b,TUBB2B
Tubb3,TUBB3
Tubb4b,TUBB4B
Tubb5,TUBB
Tusc3,TUSC3
Twist1,TWIST1
Uap1l1,UAP1L1
Ubc,UBC
Ubl4b,UBL4B
Uchl1,UCHL1
Upp1,UPP1
Vamp8,VAMP8
Vasn,VASN
Vat1l,VAT1L
Vcam1,VCAM1
Vcan,VCAN
Vegfa,VEGFA
Vegfc,VEGFC
Vim,VIM
Wdr74,WDR74
Wdr75,WDR75
Wfdc2,WFDC2
Wipf1,WIPF1
Wls,WLS
Wnt1,WNT1
Wnt2,WNT2
Wnt3,WNT3
Wnt3a,WNT3A
Wnt5a,WNT5A
Wnt5b,WNT5B
Wwp2,WWP2
Xpo5,XPO5
Ybx1,YBX1
Ypel3,YPEL3
Zeb2,ZEB2
Zfp36,ZFP36
Zfp36l1,ZFP36L1
Zfp36l2,ZFP36L2
Zfp503,ZNF503
Zic2,ZIC2
Zic3,ZIC3
Zic5,ZIC5
Znhit6,ZNHIT6
mt-Atp6,MT-ATP6
mt-Co1,MT-CO1
mt-Co2,MT-CO2
mt-Co3,MT-CO3
mt-Cytb,MT-CYB
mt-Nd3,MT-ND3
mt-Nd4,MT-ND4
mt-Nd4l,MT-ND4L
mt-Nd5,MT-ND5
